bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr
BR-00778,Interstate,Reinforced Concrete,2023,1,60,Rural South,Mild,0.0137,8,0,16577,1442.0,25,20,0.0,0.0,52.2,52.1,6.1,0.26,0.1,2021-06-06,3.8
BR-00779,Interstate,Steel (A588 Weathering),1977,47,60,Industrial Michigan,Moderate,0.0283,8,0,10948,2179.0,485,345,5.2e-12,2.8,16.9,15.5,187.8,0.63,0.45,2021-11-14,14.3
BR-00780,Highway,Reinforced Concrete,1974,50,75,Industrial Ohio,Moderate,0.0403,8,0,7716,1674.0,25,20,0.0,0.0,45.4,43.4,140.8,0.26,0.11,2023-02-12,3.6
BR-00781,Local Road,Prestressed Concrete,2001,23,75,Urban Northeast,Moderate,0.0286,9,0,2270,5968.0,35,28,0.0,0.0,42.3,41.6,19.1,1.4,0.88,2022-03-10,28.9
BR-00782,Highway,Steel (A514 HY),1954,70,50,Rural Midwest,Mild,0.0217,8,0,44501,667.0,760,690,4.5e-12,3.2,11.7,10.2,1137.0,0.17,0.05,2020-04-19,4.1
BR-00783,Highway,Composite Steel-Concrete,1963,61,60,Pacific Northwest,Mild,0.0515,6,0,19162,1122.0,400,230,6.5e-12,3.0,68.0,64.8,426.6,0.33,0.17,2020-11-08,3.7
BR-00784,Pedestrian,Reinforced Concrete,1998,26,75,Coastal Carolina,Severe,0.0333,8,0,594,2271.0,25,20,0.0,0.0,40.2,39.3,0.6,0.69,0.28,2022-09-10,16.8
BR-00785,Interstate,Reinforced Concrete,1998,26,100,Desert Southwest,Mild,0.0139,8,0,17247,910.0,25,20,0.0,0.0,44.8,44.5,163.7,0.33,0.11,2021-08-20,5.6
BR-00786,Highway,Reinforced Concrete,1981,43,60,Coastal Texas,Severe,0.0474,8,0,57919,3673.0,25,20,0.0,0.0,61.2,59.2,909.0,1.22,0.77,2022-09-06,30.0
BR-00787,Local Road,Reinforced Concrete,1975,49,60,Rural South,Mild,0.0294,8,0,1793,3314.0,25,20,0.0,0.0,41.1,39.6,32.1,0.94,0.47,2020-06-19,22.1
BR-00788,Railroad,Timber,1976,48,50,Coastal Florida,Severe,0.0763,6,0,72,1857.0,8,5,0.0,0.0,38.9,35.2,63.1,0.7,0.3,2022-11-05,6.8
BR-00789,Interstate,Reinforced Concrete,1989,35,75,Rural Midwest,Mild,0.0171,8,0,5245,669.0,25,20,0.0,0.0,68.2,67.7,67.0,0.16,0.1,2021-06-09,3.3
BR-00790,Interstate,Steel (A514 HY),1987,37,75,Rural South,Mild,0.0477,7,0,34872,4399.0,760,690,4.5e-12,3.2,10.0,8.2,470.9,0.66,0.33,2021-03-28,16.4
BR-00791,Highway,Steel (A36),1996,28,75,Coastal Texas,Severe,0.0608,7,0,12553,6880.0,450,250,6.9e-12,3.0,10.9,9.2,128.3,1.89,1.17,2021-01-02,26.0
BR-00792,Highway,Steel (A36),1978,46,75,Urban Midwest,Moderate,0.0321,8,0,42245,2751.0,450,250,6.9e-12,3.0,16.2,14.7,709.3,0.78,0.54,2023-10-03,19.4
BR-00793,Highway,Steel (A36),1987,37,100,Industrial New Jersey,Moderate,0.0801,7,0,23009,749.0,450,250,6.9e-12,3.0,18.4,15.4,310.7,0.16,0.09,2021-06-04,2.4
BR-00794,Local Road,Steel (A36),1964,60,75,Industrial Michigan,Moderate,0.0604,5,0,6266,1021.0,450,250,6.9e-12,3.0,16.3,12.7,137.2,0.27,0.11,2021-06-18,6.5
BR-00795,Interstate,Stainless Steel 316L,1979,45,75,Rural South,Mild,0.0081,9,0,30720,3370.0,515,205,3.1e-12,3.2,10.2,9.8,504.6,1.26,0.49,2022-12-01,11.8
BR-00796,Local Road,Steel (A36),1988,36,100,Coastal Carolina,Severe,0.1054,5,0,1550,5368.0,450,250,6.9e-12,3.0,11.8,8.0,20.4,2.03,0.62,2020-07-25,32.4
BR-00797,Highway,Steel (A36),1977,47,50,Urban West,Mild,0.0589,7,0,52337,3372.0,450,250,6.9e-12,3.0,10.6,7.8,897.8,1.06,0.46,2021-03-25,23.0
BR-00798,Railroad,Reinforced Concrete,1950,74,100,Industrial New Jersey,Moderate,0.0422,6,0,51,5138.0,25,20,0.0,0.0,67.5,64.3,68.9,1.19,0.71,2023-06-27,15.8
BR-00799,Interstate,Cast Iron,1996,28,75,Coastal Carolina,Severe,0.0388,8,0,24862,2983.0,200,130,1.2e-11,3.8,19.7,18.6,254.1,0.79,0.33,2022-10-01,7.1
BR-00800,Interstate,Steel (A36),1965,59,75,Urban Northeast,Moderate,0.0719,5,0,53975,824.0,450,250,6.9e-12,3.0,17.2,13.0,1162.4,0.22,0.12,2023-12-22,2.3
BR-00801,Highway,Steel (A514 HY),2023,1,75,Industrial New Jersey,Moderate,0.0837,9,0,19806,1247.0,760,690,4.5e-12,3.2,14.0,14.0,7.2,0.44,0.33,2023-03-23,3.8
BR-00802,Highway,Steel (A36),1960,64,100,Urban Northeast,Moderate,0.0668,5,0,32440,1741.0,450,250,6.9e-12,3.0,12.7,8.4,757.8,0.31,0.1,2022-07-09,2.6
BR-00803,Highway,Prestressed Concrete,1978,46,75,Desert Southwest,Mild,0.0152,8,0,29530,2670.0,35,28,0.0,0.0,65.9,65.2,495.8,0.97,0.52,2023-01-07,9.4
BR-00804,Highway,Composite Steel-Concrete,1993,31,75,Urban West,Mild,0.0397,8,0,12965,28883.0,400,230,6.5e-12,3.0,42.2,40.9,146.7,10.77,7.55,2022-07-06,187.3
BR-00805,Highway,Steel (A36),1970,54,60,Rural South,Mild,0.0354,7,0,67201,2435.0,450,250,6.9e-12,3.0,18.0,16.1,1324.5,0.64,0.3,2021-08-01,8.4
BR-00806,Highway,Steel (A514 HY),1948,76,100,Coastal Florida,Severe,0.1186,2,1,5056,1964.0,760,690,4.5e-12,3.2,11.0,2.0,140.3,0.51,0.33,2022-01-28,11.1
BR-00807,Highway,Cast Iron,1985,39,60,Coastal Texas,Severe,0.0258,8,0,11253,2676.0,200,130,1.2e-11,3.8,23.6,22.6,160.2,0.52,0.35,2023-07-18,4.6
BR-00808,Highway,Steel (A36),2000,24,100,Urban Midwest,Moderate,0.0633,8,0,10792,6794.0,450,250,6.9e-12,3.0,21.6,20.1,94.5,1.82,1.1,2022-07-05,24.2
BR-00809,Highway,Timber,1990,34,100,Pacific Northwest,Mild,0.0435,8,0,10267,868.0,8,5,0.0,0.0,27.3,25.9,127.4,0.21,0.12,2022-03-19,1.9
BR-00810,Highway,Reinforced Concrete,2005,19,60,Urban West,Mild,0.0146,9,0,10832,3149.0,25,20,0.0,0.0,42.0,41.7,75.1,1.23,0.82,2021-04-01,15.3
BR-00811,Interstate,Steel (A588 Weathering),1986,38,75,Coastal Texas,Severe,0.034,8,0,35215,3654.0,485,345,5.2e-12,2.8,20.0,18.7,488.4,0.59,0.4,2023-10-15,11.8
BR-00812,Highway,Reinforced Concrete,1966,58,75,Industrial New Jersey,Moderate,0.049,6,0,31782,1942.0,25,20,0.0,0.0,47.9,45.1,672.8,0.55,0.37,2022-04-23,8.6
BR-00813,Highway,Steel (A36),1978,46,75,Urban Northeast,Moderate,0.068,6,0,22428,1980.0,450,250,6.9e-12,3.0,17.5,14.3,376.6,0.54,0.31,2020-06-22,6.5
BR-00814,Interstate,Composite Steel-Concrete,1999,25,100,Coastal California,Moderate,0.0511,8,0,36701,5804.0,400,230,6.5e-12,3.0,51.7,50.5,334.9,2.28,1.36,2020-08-28,49.1
BR-00815,Interstate,Composite Steel-Concrete,1962,62,75,Desert Southwest,Mild,0.017,8,0,34595,491.0,400,230,6.5e-12,3.0,61.2,60.2,782.9,0.15,0.05,2021-10-27,3.8
BR-00816,Railroad,Prestressed Concrete,2016,8,100,Industrial Michigan,Moderate,0.0281,8,0,58,2977.0,35,28,0.0,0.0,56.0,55.8,8.5,0.98,0.5,2023-11-03,12.5
BR-00817,Highway,Stainless Steel 316L,1983,41,60,Coastal Florida,Severe,0.0132,8,0,13017,4100.0,515,205,3.1e-12,3.2,22.9,22.4,194.8,1.49,0.65,2022-03-24,36.2
BR-00818,Pedestrian,Steel (A36),1997,27,100,Pacific Northwest,Mild,0.0489,7,0,6691,1372.0,450,250,6.9e-12,3.0,12.1,10.7,6.6,0.32,0.16,2021-10-22,3.8
BR-00819,Highway,Prestressed Concrete,1992,32,60,Rural Mountain,Mild,0.0107,9,0,19534,344.0,35,28,0.0,0.0,67.9,67.6,228.2,0.13,0.07,2020-09-25,3.2
BR-00820,Railroad,Steel (A588 Weathering),1975,49,60,Urban West,Mild,0.0269,8,0,17,1378.0,485,345,5.2e-12,2.8,19.6,18.2,15.2,0.54,0.22,2020-10-25,9.3
BR-00821,Pedestrian,Composite Steel-Concrete,1987,37,100,Coastal Carolina,Severe,0.0955,6,0,649,3425.0,400,230,6.5e-12,3.0,54.0,50.5,0.9,0.68,0.38,2020-09-14,15.6
BR-00822,Pedestrian,Steel (A36),1982,42,75,Urban West,Mild,0.04,8,0,3929,1975.0,450,250,6.9e-12,3.0,21.9,20.2,6.0,0.34,0.24,2021-12-16,5.3
BR-00823,Local Road,Reinforced Concrete,1968,56,60,Pacific Northwest,Mild,0.0227,8,0,9508,1300.0,25,20,0.0,0.0,60.2,58.9,194.3,0.29,0.16,2023-06-16,6.3
BR-00824,Interstate,Timber,1963,61,100,Coastal Carolina,Severe,0.0639,6,0,113700,1333.0,8,5,0.0,0.0,19.2,15.3,2531.5,0.25,0.08,2023-02-12,2.5
BR-00825,Interstate,Composite Steel-Concrete,1967,57,100,Urban Northeast,Moderate,0.089,4,1,17874,8501.0,400,230,6.5e-12,3.0,65.8,60.7,371.9,1.28,0.46,2021-11-08,13.5
BR-00826,Interstate,Timber,1960,64,75,Coastal Florida,Severe,0.0525,6,0,31131,2334.0,8,5,0.0,0.0,32.4,29.0,727.2,0.68,0.31,2021-07-25,13.5
BR-00827,Interstate,Reinforced Concrete,1998,26,75,Rural Midwest,Mild,0.0214,8,0,13100,750.0,25,20,0.0,0.0,44.7,44.1,124.3,0.15,0.09,2020-02-19,1.9
BR-00828,Highway,Composite Steel-Concrete,1984,40,60,Coastal Carolina,Severe,0.0886,6,0,56494,1052.0,400,230,6.5e-12,3.0,55.2,51.7,824.8,0.28,0.18,2023-04-20,7.0
BR-00829,Highway,Composite Steel-Concrete,1987,37,100,Industrial New Jersey,Moderate,0.0692,7,0,18345,11423.0,400,230,6.5e-12,3.0,50.7,48.1,247.7,2.64,1.25,2022-12-15,58.1
BR-00830,Railroad,Reinforced Concrete,1980,44,60,Urban Midwest,Moderate,0.0383,8,0,90,2582.0,25,20,0.0,0.0,54.8,53.1,72.3,0.59,0.18,2020-01-16,12.6
BR-00831,Local Road,Steel (A36),1975,49,100,Urban West,Mild,0.0533,7,0,926,7687.0,450,250,6.9e-12,3.0,23.3,20.7,16.6,2.91,1.77,2021-12-25,43.2
BR-00832,Interstate,Prestressed Concrete,1972,52,60,Urban Midwest,Moderate,0.0205,8,0,21622,4160.0,35,28,0.0,0.0,69.1,68.0,410.4,1.37,0.96,2022-12-06,20.5
BR-00833,Railroad,Prestressed Concrete,1977,47,60,Industrial New Jersey,Moderate,0.0558,7,0,34,1476.0,35,28,0.0,0.0,69.1,66.5,29.2,0.56,0.38,2020-06-06,10.0
BR-00834,Local Road,Steel (A36),1984,40,60,Desert Southwest,Mild,0.0195,8,0,634,1910.0,450,250,6.9e-12,3.0,17.3,16.5,9.3,0.44,0.14,2022-04-12,10.1
BR-00835,Pedestrian,Composite Steel-Concrete,2003,21,100,Rural Midwest,Mild,0.0364,8,0,11876,2533.0,400,230,6.5e-12,3.0,60.7,60.0,9.1,0.79,0.59,2023-06-15,6.6
BR-00836,Pedestrian,Prestressed Concrete,1983,41,75,Industrial Ohio,Moderate,0.0354,8,0,370,1747.0,35,28,0.0,0.0,69.0,67.5,0.6,0.32,0.13,2021-05-22,5.8
BR-00837,Highway,Reinforced Concrete,1928,96,100,Urban Midwest,Moderate,0.0227,7,0,31868,2224.0,25,20,0.0,0.0,56.3,54.1,1116.7,0.83,0.58,2020-10-23,16.6
BR-00838,Local Road,Reinforced Concrete,2008,16,50,Industrial New Jersey,Moderate,0.051,9,0,2013,2125.0,25,20,0.0,0.0,68.7,67.8,11.8,0.71,0.44,2020-10-20,13.3
BR-00839,Interstate,Reinforced Concrete,1992,32,60,Rural Midwest,Mild,0.0108,9,0,11731,3357.0,25,20,0.0,0.0,68.0,67.6,137.0,0.53,0.3,2020-10-19,6.5
BR-00840,Highway,Composite Steel-Concrete,1969,55,100,Rural Mountain,Mild,0.0286,8,0,23590,5105.0,400,230,6.5e-12,3.0,45.0,43.5,473.6,1.6,0.82,2021-03-08,16.2
BR-00841,Interstate,Steel (A514 HY),2004,20,75,Urban West,Mild,0.0516,8,0,38336,745.0,760,690,4.5e-12,3.2,10.4,9.4,279.9,0.19,0.07,2023-03-25,4.6
BR-00842,Highway,Steel (A514 HY),1954,70,60,Industrial New Jersey,Moderate,0.0509,6,0,9926,1692.0,760,690,4.5e-12,3.2,19.6,16.0,253.6,0.58,0.3,2022-04-13,7.3
BR-00843,Interstate,Composite Steel-Concrete,1995,29,75,Industrial Ohio,Moderate,0.0749,7,0,42155,3025.0,400,230,6.5e-12,3.0,44.6,42.4,446.2,0.85,0.38,2021-10-20,16.3
BR-00844,Railroad,Prestressed Concrete,1989,35,75,Urban Northeast,Moderate,0.0416,8,0,92,2858.0,35,28,0.0,0.0,60.3,58.9,58.8,0.78,0.37,2021-09-26,15.9
BR-00845,Interstate,Composite Steel-Concrete,1984,40,50,Rural Midwest,Mild,0.0339,8,0,83186,486.0,400,230,6.5e-12,3.0,51.6,50.2,1214.5,0.13,0.09,2022-06-28,1.6
BR-00846,Highway,Reinforced Concrete,1938,86,50,Urban West,Mild,0.0213,7,0,13870,2066.0,25,20,0.0,0.0,53.2,51.3,435.4,0.82,0.25,2020-03-20,14.9
BR-00847,Pedestrian,Steel (A36),2007,17,75,Rural Mountain,Mild,0.0224,9,0,2871,860.0,450,250,6.9e-12,3.0,16.9,16.6,1.8,0.21,0.08,2020-01-27,2.9
BR-00848,Railroad,Prestressed Concrete,1973,51,100,Urban Midwest,Moderate,0.0304,8,0,53,5845.0,35,28,0.0,0.0,40.6,39.0,49.3,2.02,1.48,2022-01-14,34.1
BR-00849,Local Road,Steel (A514 HY),1982,42,75,Urban Midwest,Moderate,0.0749,7,0,4278,874.0,760,690,4.5e-12,3.2,21.9,18.8,65.6,0.21,0.07,2020-02-14,4.9
BR-00850,Interstate,Prestressed Concrete,1975,49,60,Rural Mountain,Mild,0.0081,9,0,22783,1131.0,35,28,0.0,0.0,57.5,57.1,407.5,0.28,0.13,2022-08-21,3.1
BR-00851,Highway,Prestressed Concrete,1976,48,75,Coastal California,Moderate,0.0212,8,0,61896,1983.0,35,28,0.0,0.0,45.6,44.6,1084.4,0.77,0.55,2022-03-23,13.5
BR-00852,Pedestrian,Prestressed Concrete,1996,28,75,Industrial Michigan,Moderate,0.041,8,0,13595,8285.0,35,28,0.0,0.0,67.6,66.5,13.9,1.74,0.6,2020-10-13,30.5
BR-00853,Interstate,FRP Composite,1944,80,75,Rural Mountain,Mild,0.0095,8,0,20932,1739.0,600,500,0.0,0.0,38.4,37.7,611.2,0.34,0.15,2023-09-20,6.2
BR-00854,Highway,Steel (A36),1965,59,60,Urban West,Mild,0.0257,9,0,8475,1796.0,450,250,6.9e-12,3.0,13.7,12.2,182.5,0.59,0.24,2020-09-03,14.6
BR-00855,Interstate,Composite Steel-Concrete,1997,27,100,Urban Midwest,Moderate,0.0677,7,0,29389,1734.0,400,230,6.5e-12,3.0,62.5,60.7,289.6,0.37,0.15,2020-07-23,5.2
BR-00856,Interstate,Steel (A36),1992,32,60,Rural Mountain,Mild,0.0288,9,0,12139,2569.0,450,250,6.9e-12,3.0,19.3,18.3,141.8,0.62,0.23,2023-12-27,11.5
BR-00857,Highway,Stainless Steel 316L,1991,33,75,Industrial New Jersey,Moderate,0.0101,9,0,39942,866.0,515,205,3.1e-12,3.2,16.2,15.9,481.1,0.28,0.11,2023-03-03,3.2
BR-00858,Interstate,Reinforced Concrete,1981,43,100,Industrial Michigan,Moderate,0.048,7,0,83462,1190.0,25,20,0.0,0.0,49.5,47.5,1309.9,0.24,0.15,2020-09-01,5.5
BR-00859,Highway,Steel (A36),1984,40,75,Rural Midwest,Mild,0.0295,8,0,12071,3180.0,450,250,6.9e-12,3.0,21.7,20.5,176.2,0.62,0.31,2023-04-23,9.7
BR-00860,Highway,Prestressed Concrete,1976,48,75,Industrial New Jersey,Moderate,0.0242,8,0,14576,2105.0,35,28,0.0,0.0,48.5,47.3,255.4,0.82,0.3,2020-08-12,17.6
BR-00861,Highway,Steel (A36),1975,49,75,Desert Southwest,Mild,0.0209,8,0,35931,1631.0,450,250,6.9e-12,3.0,24.8,23.8,642.6,0.37,0.24,2021-05-06,6.1
BR-00862,Interstate,Prestressed Concrete,2014,10,100,Rural Midwest,Mild,0.0112,9,0,17876,2204.0,35,28,0.0,0.0,68.2,68.1,65.2,0.6,0.35,2022-09-25,14.2
BR-00863,Interstate,Prestressed Concrete,1968,56,60,Rural South,Mild,0.0186,8,0,11949,2885.0,35,28,0.0,0.0,46.7,45.6,244.2,0.89,0.43,2021-03-18,20.3
BR-00864,Highway,Steel (A514 HY),1996,28,75,Rural Midwest,Mild,0.0231,9,0,34057,988.0,760,690,4.5e-12,3.2,20.8,20.1,348.1,0.39,0.18,2021-01-26,8.3
BR-00865,Interstate,Prestressed Concrete,2011,13,100,Rural Midwest,Mild,0.0112,8,0,12277,6613.0,35,28,0.0,0.0,47.2,47.1,58.3,2.01,1.23,2023-12-21,22.7
BR-00866,Interstate,Reinforced Concrete,1992,32,60,Rural Mountain,Mild,0.0094,9,0,28942,6616.0,25,20,0.0,0.0,66.9,66.6,338.0,1.08,0.7,2022-04-08,25.5
BR-00867,Pedestrian,Steel (A588 Weathering),2001,23,100,Coastal Carolina,Severe,0.0264,9,0,11298,3659.0,485,345,5.2e-12,2.8,16.2,15.6,9.5,0.85,0.61,2022-10-08,11.3
BR-00868,Local Road,Steel (A514 HY),1983,41,60,Coastal Carolina,Severe,0.1181,5,0,4778,2349.0,760,690,4.5e-12,3.2,22.8,17.9,71.5,0.79,0.59,2021-02-12,9.2
BR-00869,Local Road,Prestressed Concrete,1961,63,60,Desert Southwest,Mild,0.0107,8,0,2755,921.0,35,28,0.0,0.0,66.2,65.5,63.4,0.23,0.18,2021-11-08,5.5
BR-00870,Highway,Prestressed Concrete,1979,45,60,Rural Mountain,Mild,0.0102,8,0,24866,1219.0,35,28,0.0,0.0,43.8,43.3,408.4,0.38,0.15,2023-06-19,8.4
BR-00871,Interstate,Stainless Steel 316L,1982,42,60,Urban Northeast,Moderate,0.0064,8,0,20889,644.0,515,205,3.1e-12,3.2,21.7,21.5,320.2,0.1,0.07,2020-01-26,0.8
BR-00872,Railroad,Steel (A588 Weathering),1961,63,60,Rural Midwest,Mild,0.0217,7,0,98,346.0,485,345,5.2e-12,2.8,13.3,12.0,112.7,0.08,0.06,2020-07-25,0.6
BR-00873,Highway,Prestressed Concrete,1981,43,60,Urban Northeast,Moderate,0.0284,8,0,18272,2031.0,35,28,0.0,0.0,67.0,65.8,286.8,0.31,0.16,2022-05-09,6.7
BR-00874,Interstate,Timber,2001,23,75,Industrial New Jersey,Moderate,0.0358,8,0,23659,1205.0,8,5,0.0,0.0,35.1,34.3,198.6,0.45,0.17,2020-01-12,8.1
BR-00875,Pedestrian,Reinforced Concrete,1988,36,50,Industrial Ohio,Moderate,0.0384,8,0,12679,8570.0,25,20,0.0,0.0,40.5,39.1,16.7,3.42,2.15,2022-10-27,28.9
BR-00876,Highway,Reinforced Concrete,1978,46,75,Urban Northeast,Moderate,0.0443,8,0,18408,466.0,25,20,0.0,0.0,58.1,56.1,309.1,0.1,0.04,2023-01-04,2.3
BR-00877,Interstate,Steel (A36),1966,58,100,Urban West,Mild,0.0267,9,0,19482,3190.0,450,250,6.9e-12,3.0,14.0,12.5,412.4,0.65,0.44,2023-06-25,15.9
BR-00878,Highway,Prestressed Concrete,1966,58,100,Rural Mountain,Mild,0.0112,9,0,23155,1145.0,35,28,0.0,0.0,44.1,43.5,490.2,0.21,0.08,2020-10-06,4.9
BR-00879,Highway,Reinforced Concrete,1961,63,60,Rural Midwest,Mild,0.0098,9,0,61929,582.0,25,20,0.0,0.0,55.6,55.0,1424.1,0.21,0.14,2021-06-03,4.3
BR-00880,Interstate,Steel (A36),1973,51,75,Rural Midwest,Mild,0.039,8,0,24495,1383.0,450,250,6.9e-12,3.0,12.6,10.6,456.0,0.23,0.13,2021-12-01,3.4
BR-00881,Local Road,Cast Iron,1952,72,60,Coastal Texas,Severe,0.0276,8,0,883,2139.0,200,130,1.2e-11,3.8,16.8,14.8,23.2,0.36,0.25,2023-09-28,7.3
BR-00882,Highway,Reinforced Concrete,1999,25,75,Rural Midwest,Mild,0.0155,9,0,9033,5492.0,25,20,0.0,0.0,44.7,44.3,82.4,1.9,0.69,2023-03-18,46.3
BR-00883,Interstate,Steel (A588 Weathering),1984,40,100,Coastal Texas,Severe,0.0371,8,0,37887,1231.0,485,345,5.2e-12,2.8,21.2,19.7,553.2,0.19,0.08,2023-11-14,3.6
BR-00884,Local Road,Steel (A36),1989,35,100,Pacific Northwest,Mild,0.0506,8,0,7728,1499.0,450,250,6.9e-12,3.0,21.1,19.4,98.7,0.24,0.19,2023-08-07,3.0
BR-00885,Highway,Steel (A36),1989,35,75,Industrial New Jersey,Moderate,0.0564,7,0,52027,1911.0,450,250,6.9e-12,3.0,10.6,8.6,664.6,0.5,0.22,2022-02-25,9.9
BR-00886,Railroad,Reinforced Concrete,1990,34,50,Desert Southwest,Mild,0.0069,8,0,102,1176.0,25,20,0.0,0.0,69.9,69.6,63.3,0.39,0.3,2021-03-26,8.3
BR-00887,Interstate,Steel (A36),1990,34,100,Rural Midwest,Mild,0.0423,8,0,33894,4493.0,450,250,6.9e-12,3.0,21.9,20.5,420.6,1.39,0.98,2020-07-04,15.6
BR-00888,Interstate,Reinforced Concrete,2000,24,100,Rural South,Mild,0.0272,9,0,19253,4687.0,25,20,0.0,0.0,61.1,60.5,168.7,0.82,0.25,2020-11-12,12.4
BR-00889,Local Road,Reinforced Concrete,1979,45,60,Industrial Michigan,Moderate,0.0335,9,0,2550,2443.0,25,20,0.0,0.0,42.8,41.3,41.9,0.94,0.33,2023-06-21,16.9
BR-00890,Highway,Composite Steel-Concrete,1969,55,75,Desert Southwest,Mild,0.0272,8,0,16091,1680.0,400,230,6.5e-12,3.0,64.8,63.3,323.0,0.48,0.32,2021-03-18,4.1
BR-00891,Highway,Composite Steel-Concrete,1954,70,60,Rural Midwest,Mild,0.0181,7,0,24144,2486.0,400,230,6.5e-12,3.0,47.8,46.5,616.9,0.59,0.41,2020-11-01,14.5
BR-00892,Highway,Steel (A36),1974,50,60,Desert Southwest,Mild,0.0297,8,0,43198,7961.0,450,250,6.9e-12,3.0,20.7,19.2,788.4,1.98,1.21,2022-09-10,41.8
BR-00893,Pedestrian,Steel (A588 Weathering),2007,17,60,Industrial New Jersey,Moderate,0.0286,8,0,3149,327.0,485,345,5.2e-12,2.8,15.0,14.5,2.0,0.05,0.04,2021-02-19,1.2
BR-00894,Highway,Steel (A36),1978,46,50,Coastal Carolina,Severe,0.1088,5,0,13341,1255.0,450,250,6.9e-12,3.0,24.1,19.1,224.0,0.23,0.16,2023-01-02,4.5
BR-00895,Highway,Steel (A36),1976,48,100,Coastal Carolina,Severe,0.0927,6,0,18111,5792.0,450,250,6.9e-12,3.0,16.9,12.5,317.3,2.12,1.44,2022-06-25,38.6
BR-00896,Local Road,Steel (A36),1970,54,100,Rural South,Mild,0.0501,7,0,7189,14418.0,450,250,6.9e-12,3.0,13.4,10.7,141.7,3.21,2.32,2021-03-06,43.7
BR-00897,Highway,Prestressed Concrete,1971,53,75,Urban Midwest,Moderate,0.0234,7,0,11494,2103.0,35,28,0.0,0.0,62.0,60.8,222.4,0.38,0.25,2021-05-04,7.7
BR-00898,Highway,Steel (A36),1986,38,75,Industrial Ohio,Moderate,0.0878,5,0,55074,4410.0,450,250,6.9e-12,3.0,24.7,21.3,763.9,1.65,1.14,2021-10-15,30.5
BR-00899,Local Road,FRP Composite,1971,53,60,Urban West,Mild,0.008,8,0,9688,964.0,600,500,0.0,0.0,32.2,31.7,187.4,0.23,0.13,2021-12-01,5.3
BR-00900,Local Road,Reinforced Concrete,1971,53,60,Industrial Michigan,Moderate,0.0273,7,0,651,2160.0,25,20,0.0,0.0,63.6,62.2,12.6,0.74,0.51,2022-03-18,18.0
BR-00901,Highway,Steel (A36),1978,46,50,Coastal Florida,Severe,0.1274,4,1,5133,2337.0,450,250,6.9e-12,3.0,12.4,6.6,86.2,0.7,0.27,2021-11-27,12.2
BR-00902,Pedestrian,Composite Steel-Concrete,1973,51,60,Urban Northeast,Moderate,0.0476,7,0,8371,1538.0,400,230,6.5e-12,3.0,64.1,61.7,15.6,0.49,0.32,2020-01-07,6.9
BR-00903,Local Road,Prestressed Concrete,1978,46,75,Industrial Michigan,Moderate,0.0356,8,0,923,8796.0,35,28,0.0,0.0,56.3,54.7,15.5,1.55,0.58,2020-06-22,35.6
BR-00904,Interstate,Aluminium Alloy,1958,66,60,Urban West,Mild,0.0082,9,0,10835,1143.0,310,275,5e-12,3.1,19.1,18.5,261.0,0.25,0.16,2022-04-20,2.9
BR-00905,Highway,Reinforced Concrete,2001,23,50,Industrial Michigan,Moderate,0.0351,8,0,30037,2972.0,25,20,0.0,0.0,44.7,43.9,252.2,0.8,0.4,2021-12-20,10.8
BR-00906,Interstate,Cast Iron,1962,62,75,Rural South,Mild,0.0103,9,0,6838,1774.0,200,130,1.2e-11,3.8,16.5,15.8,154.7,0.46,0.25,2020-12-23,11.4
BR-00907,Highway,Prestressed Concrete,1971,53,75,Rural South,Mild,0.015,7,0,22070,2871.0,35,28,0.0,0.0,45.6,44.8,426.9,1.12,0.82,2020-04-23,17.4
BR-00908,Interstate,Stainless Steel 316L,1997,27,75,Coastal Texas,Severe,0.0198,9,0,99383,997.0,515,205,3.1e-12,3.2,22.6,22.1,979.4,0.21,0.09,2022-01-27,3.8
BR-00909,Interstate,Steel (A588 Weathering),1982,42,50,Industrial Ohio,Moderate,0.0211,8,0,144550,3215.0,485,345,5.2e-12,2.8,17.6,16.7,2216.0,0.84,0.57,2021-02-26,10.5
BR-00910,Interstate,Steel (A36),1970,54,100,Rural South,Mild,0.0462,7,0,25100,1597.0,450,250,6.9e-12,3.0,11.2,8.7,494.7,0.5,0.19,2020-09-21,5.4
BR-00911,Highway,Prestressed Concrete,2007,17,50,Rural Midwest,Mild,0.0115,8,0,37270,666.0,35,28,0.0,0.0,60.8,60.6,231.3,0.23,0.16,2023-02-28,4.9
BR-00912,Highway,Prestressed Concrete,2015,9,60,Industrial Michigan,Moderate,0.0236,9,0,20822,1212.0,35,28,0.0,0.0,68.4,68.1,68.4,0.42,0.18,2021-09-21,9.3
BR-00913,Highway,Steel (A36),1961,63,100,Urban Midwest,Moderate,0.0543,6,0,29423,5194.0,450,250,6.9e-12,3.0,15.6,12.2,676.6,1.73,0.98,2021-08-24,27.3
BR-00914,Interstate,Stainless Steel 316L,1979,45,75,Urban Midwest,Moderate,0.0061,9,0,18459,507.0,515,205,3.1e-12,3.2,19.9,19.6,303.2,0.13,0.08,2020-02-27,1.4
