event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action
FE-00711,2016,Building,Reinforced Concrete,Urban Northeast,Moderate,31,0.0733,Fatigue crack,Moderate,150810.0,29879.0,0.1981,Routine inspection,0,0,1,0
FE-00712,2020,Bridge,Reinforced Concrete,Industrial Ohio,Moderate,54,0.0335,Brittle fracture,Major,2215368.0,1233221.0,0.5567,Emergency,0,0,1,0
FE-00713,2012,Building,Steel (A36),Urban West,Mild,54,0.0396,Corrosion,Moderate,2521104.0,379891.0,0.1507,Public report,1,1,1,0
FE-00714,2005,Bridge,Steel (A36),Rural South,Mild,57,0.0552,Fatigue crack,Minor,766658.0,38373.0,0.0501,Routine inspection,1,7,1,0
FE-00715,2022,Bridge,Steel (A36),Urban West,Mild,39,0.0528,Overload,Moderate,345884.0,45936.0,0.1328,Routine inspection,0,0,1,0
FE-00716,2022,Building,Steel (A36),Desert Southwest,Mild,62,0.0183,Fatigue crack,Moderate,1121466.0,263007.0,0.2345,Emergency,0,0,1,0
FE-00717,2021,Bridge,Timber,Pacific Northwest,Mild,32,0.0323,Fatigue crack,Major,1061561.0,426372.0,0.4016,Routine inspection,1,10,1,0
FE-00718,2016,Bridge,Stainless Steel 316L,Industrial Michigan,Moderate,25,0.005,Overload,Moderate,974906.0,212191.0,0.2177,Routine inspection,0,0,1,0
FE-00719,2020,Bridge,Cast Iron,Industrial Michigan,Moderate,59,0.077,Buckling,Catastrophic,1145336.0,1024345.0,0.8944,Public report,0,0,1,1
FE-00720,2005,Power Plant,Composite Steel-Concrete,Urban Northeast,Moderate,38,0.0493,Buckling,Catastrophic,322886.0,286837.0,0.8884,Emergency,0,0,0,1
FE-00721,2005,Bridge,Composite Steel-Concrete,Industrial New Jersey,Moderate,26,0.0525,Corrosion,Minor,372728.0,11085.0,0.0297,Emergency,1,1,1,0
FE-00722,2008,Bridge,Reinforced Concrete,Industrial Ohio,Moderate,40,0.0684,Corrosion,Minor,24457214.0,1188097.0,0.0486,Public report,0,0,0,0
FE-00723,2014,Power Plant,Steel (A36),Urban Northeast,Moderate,73,0.0473,Settlement,Moderate,948495.0,178747.0,0.1885,Emergency,0,0,1,0
FE-00724,2007,Building,Steel (A588 Weathering),Coastal Carolina,Severe,33,0.0257,Settlement,Moderate,4471285.0,901682.0,0.2017,Load test,0,0,1,0
FE-00725,2012,Building,Steel (A514 HY),Urban Northeast,Moderate,40,0.0809,Overload,Minor,1111231.0,74429.0,0.067,Routine inspection,1,0,1,0
FE-00726,2008,Building,FRP Composite,Urban Midwest,Moderate,49,0.0746,Erosion,Minor,684598.0,17335.0,0.0253,Routine inspection,0,0,1,0
FE-00727,2009,Bridge,Prestressed Concrete,Coastal Carolina,Severe,47,0.0667,Erosion,Minor,921111.0,48680.0,0.0528,Load test,1,3,1,0
FE-00728,2022,Power Plant,Reinforced Concrete,Coastal Carolina,Severe,33,0.0894,Buckling,Moderate,1348913.0,190420.0,0.1412,Routine inspection,1,3,1,0
FE-00729,2013,Power Plant,Composite Steel-Concrete,Rural Mountain,Mild,34,0.0245,Buckling,Moderate,1049787.0,270932.0,0.2581,Sensor alert,1,7,0,0
FE-00730,2018,Bridge,Steel (A36),Rural South,Mild,39,0.0315,Fatigue crack,Moderate,622570.0,81486.0,0.1309,Load test,0,0,1,0
FE-00731,2018,Bridge,Steel (A36),Industrial Ohio,Moderate,24,0.0367,Buckling,Minor,95123.0,4997.0,0.0525,Routine inspection,0,0,0,0
FE-00732,2021,Bridge,Composite Steel-Concrete,Desert Southwest,Mild,55,0.0155,Overload,Major,381059.0,165409.0,0.4341,Emergency,0,0,0,1
FE-00733,2018,Bridge,Reinforced Concrete,Rural South,Mild,25,0.0284,Settlement,Minor,255742.0,13084.0,0.0512,Routine inspection,1,0,1,0
FE-00734,2023,Bridge,Aluminium Alloy,Coastal Texas,Severe,61,0.1088,Fatigue crack,Moderate,3463223.0,740951.0,0.2139,Routine inspection,0,0,0,0
FE-00735,2022,Pipeline,Cast Iron,Coastal Florida,Severe,46,0.0757,Erosion,Minor,1066822.0,45120.0,0.0423,Routine inspection,1,31,0,0
FE-00736,2009,Building,Prestressed Concrete,Industrial Ohio,Moderate,35,0.0696,Corrosion,Moderate,1012945.0,203349.0,0.2008,Routine inspection,1,13,0,0
FE-00737,2015,Power Plant,Prestressed Concrete,Urban Northeast,Moderate,61,0.0439,Settlement,Minor,1331500.0,44009.0,0.0331,Sensor alert,0,0,1,0
FE-00738,2008,Bridge,Prestressed Concrete,Urban West,Mild,44,0.0555,Creep,Major,276303.0,166677.0,0.6032,Public report,1,12,1,0
FE-00739,2010,Bridge,Steel (A588 Weathering),Industrial Michigan,Moderate,26,0.0251,Overload,Minor,851035.0,43596.0,0.0512,Sensor alert,1,6,0,0
FE-00740,2015,Bridge,Reinforced Concrete,Coastal California,Moderate,62,0.0795,Fatigue crack,Moderate,785653.0,129674.0,0.1651,Routine inspection,1,19,1,0
FE-00741,2009,Pipeline,Reinforced Concrete,Rural Midwest,Mild,56,0.037,Corrosion,Minor,706212.0,26603.0,0.0377,Routine inspection,0,0,1,0
FE-00742,2020,Bridge,Steel (A588 Weathering),Urban Northeast,Moderate,51,0.0322,Fatigue crack,Moderate,2355924.0,620136.0,0.2632,Public report,0,0,1,0
FE-00743,2005,Power Plant,Prestressed Concrete,Urban Northeast,Moderate,36,0.0474,Corrosion,Moderate,1115996.0,237455.0,0.2128,Load test,1,0,1,0
FE-00744,2018,Bridge,Composite Steel-Concrete,Industrial Michigan,Moderate,42,0.0663,Buckling,Catastrophic,4938345.0,3451341.0,0.6989,Routine inspection,1,6,1,0
FE-00745,2011,Pipeline,Cast Iron,Rural Midwest,Mild,27,0.0423,Brittle fracture,Moderate,2272767.0,672383.0,0.2958,Sensor alert,0,0,0,0
FE-00746,2020,Bridge,Steel (A36),Desert Southwest,Mild,40,0.0106,Fatigue crack,Catastrophic,1010143.0,807782.0,0.7997,Routine inspection,0,0,0,1
FE-00747,2015,Bridge,Prestressed Concrete,Industrial New Jersey,Moderate,57,0.1018,Fatigue crack,Minor,1074438.0,30797.0,0.0287,Routine inspection,0,0,1,0
FE-00748,2010,Pipeline,Prestressed Concrete,Industrial Michigan,Moderate,33,0.0717,Corrosion,Catastrophic,3308640.0,3060664.0,0.9251,Emergency,0,0,0,0
FE-00749,2013,Bridge,Reinforced Concrete,Coastal Texas,Severe,68,0.0552,Fatigue crack,Minor,1262369.0,48845.0,0.0387,Public report,1,40,1,0
FE-00750,2009,Bridge,Aluminium Alloy,Coastal Carolina,Severe,69,0.0527,Fatigue crack,Moderate,5680316.0,1419064.0,0.2498,Public report,0,0,0,0
FE-00751,2017,Bridge,Steel (A588 Weathering),Industrial Michigan,Moderate,35,0.0377,Corrosion,Moderate,2170492.0,588557.0,0.2712,Emergency,0,0,1,0
FE-00752,2021,Bridge,Steel (A588 Weathering),Desert Southwest,Mild,30,0.0142,Brittle fracture,Major,2627807.0,990029.0,0.3768,Routine inspection,0,0,1,1
FE-00753,2010,Bridge,Reinforced Concrete,Coastal Florida,Severe,27,0.1273,Settlement,Minor,1786690.0,82982.0,0.0464,Sensor alert,1,14,0,0
FE-00754,2010,Power Plant,Prestressed Concrete,Desert Southwest,Mild,73,0.0179,Brittle fracture,Catastrophic,243652.0,279523.0,1.1472,Routine inspection,0,0,1,1
FE-00755,2016,Bridge,Steel (A36),Coastal Texas,Severe,62,0.0972,Corrosion,Moderate,459889.0,134399.0,0.2922,Emergency,0,0,1,0
FE-00756,2023,Power Plant,Steel (A36),Rural Mountain,Mild,55,0.0246,Corrosion,Moderate,5336066.0,660304.0,0.1237,Emergency,0,0,0,0
FE-00757,2018,Bridge,Prestressed Concrete,Urban Northeast,Moderate,70,0.0711,Fatigue crack,Moderate,2170223.0,297209.0,0.1369,Routine inspection,1,5,1,0
FE-00758,2014,Bridge,Steel (A588 Weathering),Industrial Ohio,Moderate,57,0.024,Overload,Minor,2201588.0,141966.0,0.0645,Emergency,0,0,0,0
FE-00759,2015,Bridge,Composite Steel-Concrete,Industrial New Jersey,Moderate,60,0.085,Buckling,Minor,1216917.0,88722.0,0.0729,Load test,1,10,1,0
FE-00760,2015,Bridge,Steel (A36),Urban Midwest,Moderate,68,0.0519,Fatigue crack,Moderate,2470613.0,490680.0,0.1986,Sensor alert,1,33,0,0
FE-00761,2016,Power Plant,Reinforced Concrete,Coastal Florida,Severe,52,0.1063,Overload,Catastrophic,366101.0,354521.0,0.9684,Public report,0,0,1,0
FE-00762,2007,Bridge,Reinforced Concrete,Industrial Ohio,Moderate,48,0.0376,Fatigue crack,Major,322871.0,228623.0,0.7081,Routine inspection,1,6,0,1
FE-00763,2019,Pipeline,Steel (A588 Weathering),Coastal Florida,Severe,32,0.0712,Fatigue crack,Major,953248.0,337804.0,0.3544,Sensor alert,0,0,1,0
FE-00764,2019,Building,Reinforced Concrete,Coastal Florida,Severe,50,0.0651,Buckling,Minor,4871131.0,138358.0,0.0284,Sensor alert,0,0,0,0
FE-00765,2015,Building,Composite Steel-Concrete,Coastal Florida,Severe,48,0.0708,Corrosion,Moderate,9090459.0,2676561.0,0.2944,Routine inspection,0,0,1,0
FE-00766,2022,Pipeline,Composite Steel-Concrete,Industrial New Jersey,Moderate,59,0.0427,Brittle fracture,Minor,734558.0,24812.0,0.0338,Emergency,1,0,1,0
FE-00767,2009,Bridge,Composite Steel-Concrete,Pacific Northwest,Mild,39,0.0489,Erosion,Major,651931.0,430136.0,0.6598,Routine inspection,0,0,0,1
FE-00768,2018,Bridge,Timber,Coastal Texas,Severe,31,0.0989,Fatigue crack,Catastrophic,1708203.0,1819729.0,1.0653,Load test,1,11,1,0
FE-00769,2006,Power Plant,Reinforced Concrete,Coastal California,Moderate,45,0.053,Creep,Minor,242560.0,10278.0,0.0424,Sensor alert,0,0,1,0
FE-00770,2019,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,41,0.0331,Buckling,Major,1638802.0,463664.0,0.2829,Public report,0,0,1,1
FE-00771,2012,Bridge,Steel (A36),Industrial Ohio,Moderate,29,0.059,Creep,Catastrophic,722191.0,528826.0,0.7323,Load test,0,0,1,0
FE-00772,2017,Bridge,Reinforced Concrete,Urban Northeast,Moderate,26,0.0693,Fatigue crack,Major,293853.0,111598.0,0.3798,Routine inspection,0,0,1,1
FE-00773,2023,Bridge,Prestressed Concrete,Rural Mountain,Mild,36,0.0236,Erosion,Moderate,542793.0,136937.0,0.2523,Public report,1,23,1,0
FE-00774,2018,Bridge,Steel (A588 Weathering),Industrial Michigan,Moderate,35,0.028,Settlement,Major,504911.0,247216.0,0.4896,Routine inspection,0,0,1,1
FE-00775,2006,Bridge,Steel (A36),Rural Midwest,Mild,28,0.0298,Corrosion,Moderate,373546.0,110422.0,0.2956,Emergency,1,0,0,0
FE-00776,2009,Building,Steel (A36),Urban Northeast,Moderate,59,0.0754,Corrosion,Catastrophic,1881731.0,2484482.0,1.3203,Sensor alert,0,0,1,1
FE-00777,2023,Bridge,Steel (A36),Industrial Michigan,Moderate,64,0.0559,Brittle fracture,Moderate,978732.0,239893.0,0.2451,Public report,0,0,1,0
FE-00778,2016,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,41,0.0377,Corrosion,Major,3791538.0,2361060.0,0.6227,Emergency,0,0,0,0
FE-00779,2023,Pipeline,Steel (A36),Coastal Carolina,Severe,40,0.0634,Erosion,Minor,1040413.0,45281.0,0.0435,Routine inspection,0,0,1,0
FE-00780,2014,Bridge,Prestressed Concrete,Coastal California,Moderate,49,0.0994,Fatigue crack,Major,714613.0,482563.0,0.6753,Sensor alert,1,32,1,0
FE-00781,2020,Building,Steel (A588 Weathering),Rural Midwest,Mild,24,0.0127,Overload,Moderate,5189040.0,551090.0,0.1062,Sensor alert,0,0,1,0
FE-00782,2005,Bridge,Steel (A36),Coastal Texas,Severe,50,0.0503,Fatigue crack,Minor,2056834.0,77114.0,0.0375,Routine inspection,0,0,1,0
FE-00783,2023,Bridge,Prestressed Concrete,Coastal Florida,Severe,20,0.0766,Buckling,Moderate,551614.0,77921.0,0.1413,Routine inspection,1,3,1,0
FE-00784,2007,Pipeline,Steel (A588 Weathering),Rural Midwest,Mild,41,0.0158,Corrosion,Major,113641.0,69993.0,0.6159,Routine inspection,0,0,1,0
FE-00785,2013,Power Plant,Steel (A36),Industrial Michigan,Moderate,37,0.0757,Corrosion,Moderate,10136707.0,1152631.0,0.1137,Routine inspection,1,47,1,0
FE-00786,2019,Bridge,Steel (A36),Desert Southwest,Mild,43,0.0236,Erosion,Moderate,994410.0,231198.0,0.2325,Emergency,1,11,1,0
FE-00787,2021,Building,Steel (A36),Coastal California,Moderate,47,0.0454,Fatigue crack,Minor,1473986.0,96532.0,0.0655,Load test,1,21,1,0
FE-00788,2005,Building,Steel (A36),Industrial Ohio,Moderate,38,0.0864,Creep,Minor,679978.0,22510.0,0.0331,Emergency,0,0,0,0
FE-00789,2007,Bridge,Timber,Coastal California,Moderate,36,0.0963,Fatigue crack,Moderate,414589.0,84101.0,0.2029,Public report,0,0,1,0
FE-00790,2018,Building,Reinforced Concrete,Pacific Northwest,Mild,31,0.026,Brittle fracture,Moderate,628303.0,173741.0,0.2765,Sensor alert,1,1,1,0
FE-00791,2020,Bridge,Steel (A588 Weathering),Industrial Michigan,Moderate,56,0.0333,Fatigue crack,Major,477151.0,211788.0,0.4439,Emergency,0,0,1,1
FE-00792,2010,Building,Prestressed Concrete,Industrial New Jersey,Moderate,24,0.0527,Brittle fracture,Moderate,1399572.0,160275.0,0.1145,Emergency,0,0,1,0
FE-00793,2018,Building,Reinforced Concrete,Coastal Carolina,Severe,68,0.1195,Fatigue crack,Moderate,905846.0,132379.0,0.1461,Public report,0,0,1,0
FE-00794,2016,Bridge,Prestressed Concrete,Urban Northeast,Moderate,73,0.0814,Overload,Minor,1197580.0,78614.0,0.0656,Public report,0,0,1,0
FE-00795,2009,Building,Steel (A588 Weathering),Urban Northeast,Moderate,32,0.0153,Corrosion,Minor,1109237.0,37892.0,0.0342,Sensor alert,0,0,0,0
FE-00796,2010,Bridge,Stainless Steel 316L,Urban Midwest,Moderate,37,0.0106,Buckling,Moderate,822883.0,166322.0,0.2021,Routine inspection,0,0,1,0
FE-00797,2009,Pipeline,Reinforced Concrete,Industrial New Jersey,Moderate,67,0.0915,Fatigue crack,Minor,1121409.0,71994.0,0.0642,Routine inspection,0,0,1,0
FE-00798,2019,Bridge,Steel (A36),Rural South,Mild,55,0.0568,Creep,Catastrophic,1651309.0,1589037.0,0.9623,Routine inspection,0,0,1,1
FE-00799,2020,Bridge,Prestressed Concrete,Urban Midwest,Moderate,38,0.0679,Brittle fracture,Minor,980082.0,34560.0,0.0353,Sensor alert,0,0,1,0
FE-00800,2008,Bridge,Reinforced Concrete,Desert Southwest,Mild,40,0.0253,Settlement,Moderate,1303348.0,172575.0,0.1324,Routine inspection,0,0,1,0
FE-00801,2019,Bridge,Steel (A36),Pacific Northwest,Mild,55,0.0517,Fatigue crack,Major,2836366.0,1565148.0,0.5518,Routine inspection,0,0,0,1
FE-00802,2011,Bridge,Steel (A36),Urban Midwest,Moderate,28,0.0483,Corrosion,Moderate,3939292.0,479661.0,0.1218,Routine inspection,0,0,0,0
FE-00803,2023,Bridge,Reinforced Concrete,Rural South,Mild,77,0.0442,Corrosion,Major,1877405.0,1236888.0,0.6588,Sensor alert,1,9,0,0
FE-00804,2019,Pipeline,Prestressed Concrete,Urban Northeast,Moderate,57,0.0826,Overload,Minor,15500132.0,750874.0,0.0484,Routine inspection,0,0,1,0
FE-00805,2018,Building,Reinforced Concrete,Industrial New Jersey,Moderate,31,0.0466,Fatigue crack,Moderate,715293.0,87836.0,0.1228,Sensor alert,0,0,1,0
FE-00806,2007,Bridge,Steel (A514 HY),Urban West,Mild,56,0.0544,Creep,Moderate,2587401.0,619360.0,0.2394,Routine inspection,1,5,0,0
FE-00807,2010,Bridge,Steel (A36),Coastal Carolina,Severe,11,0.0582,Fatigue crack,Moderate,1956173.0,568855.0,0.2908,Routine inspection,1,23,1,0
FE-00808,2009,Bridge,Steel (A36),Urban West,Mild,37,0.0258,Corrosion,Minor,416701.0,24733.0,0.0594,Load test,0,0,0,0
FE-00809,2019,Building,Steel (A36),Desert Southwest,Mild,38,0.0213,Corrosion,Minor,947339.0,35716.0,0.0377,Emergency,0,0,1,0
FE-00810,2018,Building,Steel (A36),Urban Northeast,Moderate,65,0.0677,Corrosion,Major,1673211.0,1247917.0,0.7458,Public report,1,6,1,1
FE-00811,2021,Power Plant,Composite Steel-Concrete,Urban Midwest,Moderate,33,0.041,Corrosion,Minor,228372.0,10166.0,0.0445,Public report,0,0,0,0
FE-00812,2022,Building,Prestressed Concrete,Urban Midwest,Moderate,34,0.0694,Erosion,Moderate,429421.0,59372.0,0.1383,Public report,0,0,1,0
FE-00813,2018,Building,Steel (A36),Coastal Florida,Severe,38,0.0969,Fatigue crack,Minor,209340.0,8825.0,0.0422,Emergency,1,8,1,0
FE-00814,2015,Pipeline,Prestressed Concrete,Rural Midwest,Mild,24,0.0241,Fatigue crack,Moderate,255921.0,62550.0,0.2444,Routine inspection,0,0,1,0
FE-00815,2011,Building,Steel (A36),Industrial New Jersey,Moderate,24,0.0487,Creep,Major,182483.0,58554.0,0.3209,Sensor alert,0,0,0,0
FE-00816,2012,Bridge,Steel (A514 HY),Coastal Florida,Severe,63,0.0821,Brittle fracture,Major,2421957.0,738242.0,0.3048,Emergency,0,0,1,0
FE-00817,2008,Bridge,Steel (A36),Urban West,Mild,50,0.0396,Overload,Major,1159149.0,718426.0,0.6198,Public report,1,9,1,1
FE-00818,2007,Bridge,Steel (A36),Urban Midwest,Moderate,57,0.0327,Overload,Minor,429976.0,16542.0,0.0385,Load test,0,0,0,0
FE-00819,2023,Pipeline,Steel (A36),Industrial Ohio,Moderate,53,0.0736,Fatigue crack,Minor,1452987.0,46537.0,0.032,Emergency,0,0,1,0
FE-00820,2007,Pipeline,Steel (A36),Urban Midwest,Moderate,48,0.0394,Overload,Minor,3639119.0,164634.0,0.0452,Load test,0,0,0,0
FE-00821,2018,Pipeline,Composite Steel-Concrete,Urban Northeast,Moderate,40,0.0422,Corrosion,Minor,871140.0,36113.0,0.0415,Routine inspection,0,0,0,0
FE-00822,2019,Bridge,Steel (A514 HY),Coastal Carolina,Severe,53,0.0475,Creep,Minor,683696.0,51092.0,0.0747,Public report,1,50,1,0
FE-00823,2012,Bridge,Steel (A588 Weathering),Urban Midwest,Moderate,61,0.0183,Corrosion,Major,1828943.0,1192767.0,0.6522,Routine inspection,1,4,0,1
FE-00824,2017,Pipeline,Reinforced Concrete,Coastal Carolina,Severe,35,0.0931,Overload,Minor,870709.0,35199.0,0.0404,Public report,0,0,0,0
FE-00825,2013,Building,Steel (A36),Industrial Ohio,Moderate,27,0.0487,Corrosion,Moderate,3293831.0,649977.0,0.1973,Routine inspection,0,0,1,0
FE-00826,2019,Pipeline,Reinforced Concrete,Rural Mountain,Mild,54,0.0135,Fatigue crack,Catastrophic,1037243.0,647306.0,0.6241,Load test,0,0,0,0
FE-00827,2021,Building,Steel (A588 Weathering),Coastal Carolina,Severe,41,0.0305,Brittle fracture,Minor,2811256.0,89465.0,0.0318,Emergency,0,0,1,0
FE-00828,2012,Pipeline,Composite Steel-Concrete,Coastal Carolina,Severe,25,0.0428,Fatigue crack,Minor,534816.0,32510.0,0.0608,Emergency,1,9,1,0
FE-00829,2016,Bridge,Timber,Industrial New Jersey,Moderate,57,0.041,Corrosion,Minor,446657.0,25558.0,0.0572,Routine inspection,0,0,1,0
FE-00830,2012,Bridge,Timber,Rural South,Mild,71,0.0405,Fatigue crack,Major,759290.0,275451.0,0.3628,Routine inspection,0,0,0,1
FE-00831,2007,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,49,0.0777,Overload,Moderate,2958688.0,354199.0,0.1197,Public report,0,0,1,0
FE-00832,2010,Bridge,Reinforced Concrete,Rural Midwest,Mild,60,0.0326,Corrosion,Major,1165331.0,748939.0,0.6427,Routine inspection,0,0,0,0
FE-00833,2015,Power Plant,Prestressed Concrete,Rural Midwest,Mild,84,0.0397,Brittle fracture,Moderate,2652395.0,376786.0,0.1421,Routine inspection,0,0,1,0
FE-00834,2006,Bridge,Steel (A514 HY),Rural South,Mild,42,0.0526,Buckling,Minor,1009588.0,44719.0,0.0443,Load test,0,0,0,0
FE-00835,2022,Bridge,Aluminium Alloy,Urban Midwest,Moderate,26,0.0411,Corrosion,Minor,2674699.0,177490.0,0.0664,Public report,1,7,1,0
FE-00836,2013,Pipeline,Steel (A36),Coastal California,Moderate,53,0.1007,Corrosion,Minor,3267534.0,198298.0,0.0607,Routine inspection,0,0,1,0
FE-00837,2015,Pipeline,Timber,Desert Southwest,Mild,53,0.018,Overload,Major,680152.0,329217.0,0.484,Public report,0,0,1,1
FE-00838,2013,Pipeline,Prestressed Concrete,Pacific Northwest,Mild,30,0.0262,Fatigue crack,Moderate,496473.0,86569.0,0.1744,Routine inspection,0,0,1,0
FE-00839,2019,Power Plant,Reinforced Concrete,Rural South,Mild,38,0.0487,Buckling,Minor,1692572.0,112585.0,0.0665,Public report,1,22,0,0
FE-00840,2015,Building,Prestressed Concrete,Industrial Ohio,Moderate,51,0.0408,Creep,Moderate,2369843.0,638349.0,0.2694,Routine inspection,1,0,0,0
FE-00841,2022,Building,Prestressed Concrete,Coastal Carolina,Severe,53,0.048,Fatigue crack,Moderate,543139.0,72322.0,0.1332,Sensor alert,0,0,0,0
FE-00842,2013,Pipeline,Reinforced Concrete,Industrial Michigan,Moderate,48,0.0821,Brittle fracture,Minor,736891.0,19380.0,0.0263,Routine inspection,0,0,1,0
FE-00843,2009,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,62,0.1006,Overload,Major,340951.0,253492.0,0.7435,Sensor alert,1,1,1,1
FE-00844,2009,Pipeline,Timber,Coastal Texas,Severe,70,0.0778,Erosion,Moderate,7487067.0,1737173.0,0.232,Public report,0,0,1,0
FE-00845,2007,Power Plant,Composite Steel-Concrete,Rural Mountain,Mild,36,0.021,Corrosion,Minor,1047399.0,51608.0,0.0493,Sensor alert,1,4,0,0
FE-00846,2022,Bridge,Steel (A36),Industrial Michigan,Moderate,39,0.0719,Overload,Major,912133.0,550262.0,0.6033,Routine inspection,0,0,0,1
FE-00847,2020,Bridge,Reinforced Concrete,Pacific Northwest,Mild,65,0.0488,Fatigue crack,Moderate,1826706.0,330672.0,0.181,Load test,0,0,1,0
FE-00848,2009,Bridge,Steel (A588 Weathering),Industrial New Jersey,Moderate,60,0.0388,Overload,Minor,488802.0,35619.0,0.0729,Routine inspection,1,26,0,0
FE-00849,2007,Bridge,Steel (A514 HY),Coastal Texas,Severe,52,0.0609,Overload,Moderate,42833.0,8807.0,0.2056,Load test,0,0,1,0
FE-00850,2005,Bridge,Composite Steel-Concrete,Desert Southwest,Mild,54,0.0106,Brittle fracture,Major,520022.0,170904.0,0.3286,Sensor alert,0,0,0,0
FE-00851,2006,Pipeline,Steel (A588 Weathering),Coastal Florida,Severe,39,0.0655,Brittle fracture,Major,1710969.0,427949.0,0.2501,Routine inspection,0,0,0,0
FE-00852,2020,Bridge,Steel (A588 Weathering),Rural Mountain,Mild,48,0.0088,Fatigue crack,Moderate,1679303.0,294758.0,0.1755,Load test,0,0,1,0
FE-00853,2013,Bridge,Steel (A36),Desert Southwest,Mild,20,0.0133,Brittle fracture,Major,431154.0,308460.0,0.7154,Routine inspection,0,0,0,1
FE-00854,2018,Power Plant,Prestressed Concrete,Coastal Carolina,Severe,34,0.0788,Buckling,Major,730789.0,224603.0,0.3073,Routine inspection,1,11,1,0
FE-00855,2008,Pipeline,Steel (A588 Weathering),Urban West,Mild,61,0.0148,Overload,Minor,304617.0,8556.0,0.0281,Emergency,1,0,1,0
FE-00856,2005,Pipeline,Steel (A514 HY),Coastal Texas,Severe,47,0.131,Settlement,Major,480089.0,339695.0,0.7076,Emergency,0,0,0,0
FE-00857,2011,Bridge,Steel (A36),Coastal California,Moderate,62,0.0398,Fatigue crack,Minor,450067.0,29024.0,0.0645,Load test,0,0,1,0
FE-00858,2010,Building,Stainless Steel 316L,Rural Mountain,Mild,13,0.0036,Corrosion,Moderate,1915361.0,331468.0,0.1731,Public report,1,2,1,0
FE-00859,2016,Building,Steel (A588 Weathering),Pacific Northwest,Mild,66,0.0204,Fatigue crack,Moderate,167793.0,37283.0,0.2222,Routine inspection,1,54,1,0
FE-00860,2023,Bridge,Prestressed Concrete,Coastal California,Moderate,44,0.0688,Fatigue crack,Moderate,424846.0,82234.0,0.1936,Sensor alert,0,0,0,0
FE-00861,2015,Building,Steel (A514 HY),Coastal California,Moderate,36,0.1043,Overload,Moderate,2084546.0,621957.0,0.2984,Sensor alert,1,6,1,0
FE-00862,2008,Bridge,Prestressed Concrete,Desert Southwest,Mild,19,0.0111,Fatigue crack,Major,237860.0,134023.0,0.5635,Routine inspection,0,0,1,1
FE-00863,2010,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,51,0.0503,Fatigue crack,Major,113578.0,71608.0,0.6305,Sensor alert,0,0,1,0
FE-00864,2007,Power Plant,Prestressed Concrete,Rural South,Mild,45,0.0201,Corrosion,Major,2636809.0,1857837.0,0.7046,Emergency,1,10,1,0
