date,commodity,mqi,supply_disruption_prob,substitution_elasticity,green_premium_per_kg,carbon_intensity_virgin,carbon_intensity_recycled,herfindahl_index,mqi_5d_trend,mqi_21d_trend,mqi_63d_trend
2022-03-11,Aluminium,79.26,0.1505,0.5677,0.86,11.93,0.55,0.1178,-1.96,-3.44,-2.86
2022-03-14,Aluminium,79.61,0.1506,0.5827,0.881,12.05,0.57,0.1179,-1.46,-2.3,-2.15
2022-03-15,Aluminium,79.86,0.1701,0.5475,0.877,12.46,0.61,0.1231,-0.99,-0.99,-2.36
2022-03-16,Aluminium,80.11,0.1754,0.547,0.776,12.23,0.61,0.1169,0.99,-0.93,-2.1
2022-03-17,Aluminium,80.0,0.172,0.5884,0.832,12.02,0.65,0.1238,1.03,-1.45,-2.28
2022-03-18,Aluminium,80.67,0.177,0.5611,0.888,11.61,0.59,0.1116,1.41,-0.71,-1.49
2022-03-21,Aluminium,81.55,0.181,0.5757,0.824,12.12,0.57,0.1222,1.94,0.29,-0.27
2022-03-22,Aluminium,81.8,0.196,0.581,0.828,11.63,0.61,0.1179,1.94,1.27,-0.72
2022-03-23,Aluminium,81.39,0.2002,0.5662,0.853,12.13,0.61,0.1299,1.28,1.28,-0.57
2022-03-24,Aluminium,82.54,0.1942,0.5263,0.845,12.34,0.62,0.1272,2.54,2.52,1.63
2022-03-25,Aluminium,83.46,0.1852,0.5798,0.836,11.63,0.58,0.1233,2.79,2.05,2.17
2022-03-28,Aluminium,83.33,0.177,0.5691,0.825,12.04,0.57,0.1174,1.78,2.13,2.07
2022-03-29,Aluminium,83.38,0.1774,0.5478,0.831,11.62,0.6,0.1252,1.58,2.16,1.43
2022-03-30,Aluminium,83.32,0.1798,0.5666,0.876,12.02,0.59,0.1136,1.93,1.65,1.72
2022-03-31,Aluminium,82.88,0.1877,0.5676,0.853,12.27,0.59,0.1161,0.34,1.06,1.96
2022-04-01,Aluminium,83.01,0.1853,0.5199,0.863,11.93,0.61,0.1197,-0.45,1.33,2.23
2022-04-04,Aluminium,82.18,0.1845,0.5474,0.902,12.59,0.57,0.1264,-1.15,0.96,0.9
2022-04-05,Aluminium,81.85,0.1855,0.5582,0.827,12.16,0.61,0.1153,-1.53,0.78,0.76
2022-04-06,Aluminium,82.15,0.1884,0.5588,0.822,11.91,0.58,0.1301,-1.17,1.3,0.6
2022-04-07,Aluminium,81.78,0.1878,0.5259,0.855,11.7,0.6,0.1177,-1.1,2.66,-0.45
2022-04-08,Aluminium,81.07,0.1943,0.5479,0.845,12.19,0.6,0.1201,-1.94,2.1,-1.34
2022-04-11,Aluminium,81.54,0.1789,0.5768,0.874,12.03,0.59,0.1242,-0.64,2.28,-0.25
2022-04-12,Aluminium,81.63,0.171,0.5389,0.814,12.27,0.62,0.1284,-0.22,2.02,-0.61
2022-04-13,Aluminium,82.04,0.1781,0.5188,0.825,12.19,0.6,0.1206,-0.11,2.18,-0.06
2022-04-14,Aluminium,81.35,0.1806,0.528,0.84,11.93,0.61,0.1178,-0.43,1.24,-1.32
2022-04-15,Aluminium,81.01,0.16,0.5404,0.874,12.34,0.65,0.1226,-0.06,1.01,-1.9
2022-04-18,Aluminium,81.05,0.1609,0.5561,0.857,11.36,0.63,0.1132,-0.49,0.38,-2.06
2022-04-19,Aluminium,80.73,0.159,0.5348,0.911,12.23,0.63,0.1208,-0.9,-0.82,-2.01
2022-04-20,Aluminium,80.46,0.1576,0.5599,0.807,11.81,0.59,0.1168,-1.58,-1.34,-2.35
2022-04-21,Aluminium,80.85,0.1532,0.5511,0.825,11.62,0.6,0.126,-0.5,-0.54,-1.63
2022-04-22,Aluminium,81.09,0.1661,0.5588,0.847,12.38,0.6,0.1184,0.08,-1.45,-1.29
2022-04-25,Aluminium,81.04,0.1646,0.5378,0.851,11.82,0.56,0.1243,-0.01,-2.42,-0.77
2022-04-26,Aluminium,81.25,0.1653,0.5247,0.876,11.82,0.58,0.1202,0.52,-2.08,-0.58
2022-04-27,Aluminium,81.24,0.1713,0.587,0.873,12.05,0.58,0.1186,0.78,-2.14,-0.29
2022-04-28,Aluminium,82.14,0.1613,0.5408,0.89,11.82,0.62,0.1196,1.29,-1.18,-0.58
2022-04-29,Aluminium,81.37,0.1699,0.5201,0.878,12.63,0.59,0.1162,0.28,-1.51,-1.97
2022-05-02,Aluminium,81.1,0.1451,0.5799,0.847,12.31,0.61,0.1142,0.06,-1.91,-2.85
2022-05-03,Aluminium,81.68,0.1346,0.5415,0.88,12.12,0.59,0.1149,0.43,-0.5,-1.72
2022-05-04,Aluminium,80.94,0.1195,0.5456,0.852,12.22,0.63,0.1181,-0.3,-0.91,-2.74
2022-05-05,Aluminium,80.68,0.1142,0.5602,0.853,11.9,0.55,0.1134,-1.46,-1.47,-2.3
2022-05-06,Aluminium,80.16,0.1124,0.5683,0.848,12.08,0.6,0.1202,-1.21,-1.62,-2.98
2022-05-09,Aluminium,80.01,0.1214,0.534,0.8,12.24,0.61,0.1267,-1.09,-1.06,-2.6
2022-05-10,Aluminium,80.08,0.127,0.5734,0.848,11.76,0.63,0.1168,-1.6,-1.46,-2.62
2022-05-11,Aluminium,80.5,0.1349,0.5348,0.837,11.86,0.57,0.113,-0.44,-1.13,-1.41
2022-05-12,Aluminium,80.41,0.1368,0.5601,0.831,12.1,0.62,0.1099,-0.27,-1.63,-0.44
2022-05-13,Aluminium,80.43,0.1318,0.5892,0.841,12.2,0.63,0.1242,0.27,-0.92,-0.61
2022-05-16,Aluminium,79.93,0.1315,0.5557,0.88,12.3,0.63,0.1124,-0.08,-1.08,-1.52
2022-05-17,Aluminium,79.57,0.1332,0.5262,0.863,12.11,0.58,0.1103,-0.51,-1.48,-1.81
2022-05-18,Aluminium,79.35,0.134,0.5628,0.859,11.75,0.62,0.1235,-1.15,-1.38,-1.91
2022-05-19,Aluminium,79.53,0.1282,0.5384,0.851,12.09,0.61,0.1202,-0.88,-0.93,-1.0
2022-05-20,Aluminium,79.79,0.1261,0.5323,0.814,12.63,0.61,0.1192,-0.64,-1.06,-0.32
2022-05-23,Aluminium,80.06,0.1241,0.5663,0.903,11.94,0.62,0.1114,0.13,-1.03,0.04
2022-05-24,Aluminium,80.7,0.1162,0.5919,0.844,11.98,0.59,0.1216,1.13,-0.34,-0.71
2022-05-25,Aluminium,80.46,0.1166,0.5597,0.839,12.08,0.58,0.1226,1.11,-0.79,-0.74
2022-05-26,Aluminium,80.99,0.1161,0.538,0.838,12.4,0.6,0.1181,1.46,-0.25,-0.23
2022-05-27,Aluminium,80.79,0.1231,0.5334,0.84,11.85,0.63,0.1169,1.0,-1.35,-0.88
2022-05-30,Aluminium,80.72,0.1263,0.515,0.903,12.18,0.57,0.1252,0.66,-0.65,-1.1
2022-05-31,Aluminium,80.47,0.1317,0.5399,0.878,11.9,0.58,0.1261,-0.23,-0.63,-1.21
2022-06-01,Aluminium,80.33,0.1397,0.562,0.867,12.26,0.6,0.1269,-0.13,-1.35,-0.89
2022-06-02,Aluminium,80.77,0.1377,0.5613,0.899,11.43,0.6,0.1192,-0.22,-0.17,-0.3
2022-06-03,Aluminium,79.42,0.1315,0.5543,0.848,12.32,0.6,0.1121,-1.37,-1.26,-1.43
2022-06-06,Aluminium,79.91,0.1416,0.5699,0.822,11.9,0.61,0.1096,-0.81,-0.25,0.79
2022-06-07,Aluminium,80.04,0.1438,0.5662,0.849,12.18,0.61,0.1177,-0.43,0.03,1.07
2022-06-08,Aluminium,80.43,0.1351,0.5423,0.81,11.96,0.6,0.1103,0.1,0.35,1.17
2022-06-09,Aluminium,79.84,0.131,0.5492,0.817,11.75,0.62,0.1283,-0.93,-0.66,0.23
2022-06-10,Aluminium,79.63,0.1227,0.5562,0.872,12.08,0.6,0.1207,0.21,-0.78,-0.23
2022-06-13,Aluminium,80.38,0.1309,0.5621,0.881,12.11,0.6,0.1366,0.47,-0.05,0.27
2022-06-14,Aluminium,80.81,0.1409,0.5152,0.915,11.7,0.58,0.1216,0.77,0.88,0.81
2022-06-15,Aluminium,81.21,0.1427,0.5563,0.85,11.97,0.58,0.1231,0.78,1.64,0.54
2022-06-16,Aluminium,80.77,0.1345,0.5689,0.845,11.95,0.59,0.1222,0.93,1.42,-0.78
2022-06-17,Aluminium,80.49,0.1323,0.5651,0.841,11.95,0.6,0.1214,0.86,0.96,-1.31
2022-06-20,Aluminium,81.39,0.1261,0.5634,0.859,12.22,0.58,0.1146,1.01,1.6,0.0
2022-06-21,Aluminium,81.42,0.1335,0.5481,0.867,12.21,0.58,0.1254,0.61,1.36,-1.12
2022-06-22,Aluminium,81.67,0.1297,0.5662,0.858,12.07,0.63,0.1137,0.46,0.97,-1.79
2022-06-23,Aluminium,81.2,0.1308,0.5678,0.875,11.83,0.6,0.1202,0.43,0.74,-2.13
2022-06-24,Aluminium,81.54,0.1299,0.5533,0.863,11.49,0.62,0.1204,1.05,0.55,-1.84
2022-06-27,Aluminium,82.29,0.1299,0.5623,0.843,11.84,0.6,0.1181,0.9,1.5,-1.03
2022-06-28,Aluminium,82.19,0.1357,0.5473,0.866,11.87,0.59,0.1227,0.77,1.47,-0.69
2022-06-29,Aluminium,82.56,0.1367,0.5517,0.841,12.21,0.6,0.1197,0.89,2.09,-0.45
2022-06-30,Aluminium,82.22,0.1441,0.5385,0.821,11.89,0.6,0.1203,1.02,1.89,0.04
2022-07-01,Aluminium,82.15,0.1415,0.5604,0.818,11.84,0.59,0.1162,0.61,1.38,0.3
2022-07-04,Aluminium,82.63,0.1488,0.5372,0.877,12.03,0.63,0.1172,0.34,3.21,0.48
2022-07-05,Aluminium,82.58,0.1409,0.5357,0.864,11.94,0.59,0.1227,0.39,2.67,0.8
2022-07-06,Aluminium,82.89,0.1325,0.5714,0.864,11.99,0.6,0.1214,0.33,2.85,1.82
2022-07-07,Aluminium,82.73,0.1373,0.5452,0.863,12.29,0.6,0.1295,0.51,2.3,1.19
2022-07-08,Aluminium,82.47,0.1424,0.5172,0.875,12.34,0.57,0.124,0.32,2.63,0.84
2022-07-11,Aluminium,82.62,0.1549,0.5574,0.87,12.22,0.62,0.1327,-0.01,2.99,0.58
2022-07-12,Aluminium,81.99,0.1621,0.5301,0.796,12.3,0.58,0.1235,-0.59,1.61,0.64
2022-07-13,Aluminium,82.36,0.1674,0.55,0.842,12.05,0.6,0.1113,-0.53,1.55,1.35
2022-07-14,Aluminium,81.29,0.1646,0.5417,0.838,11.96,0.58,0.1278,-1.44,0.08,0.24
2022-07-15,Aluminium,80.97,0.1676,0.5591,0.868,12.29,0.61,0.1201,-1.5,0.2,0.24
2022-07-18,Aluminium,81.25,0.1708,0.5373,0.859,11.98,0.61,0.1278,-1.37,0.76,0.79
2022-07-19,Aluminium,80.33,0.1786,0.5315,0.851,12.36,0.58,0.1188,-1.66,-1.06,-0.52
2022-07-20,Aluminium,80.65,0.1758,0.5589,0.863,12.04,0.62,0.1326,-1.71,-0.77,-0.44
2022-07-21,Aluminium,80.72,0.1759,0.5388,0.857,11.95,0.6,0.1214,-0.57,-0.95,-0.32
2022-07-22,Aluminium,80.39,0.166,0.5575,0.833,11.87,0.62,0.1157,-0.58,-0.81,-0.86
2022-07-25,Aluminium,80.92,0.1584,0.5392,0.834,11.73,0.61,0.1233,-0.33,-0.62,-0.32
2022-07-26,Aluminium,81.44,0.1603,0.5292,0.826,12.15,0.62,0.1189,1.11,-0.85,-0.7
2022-07-27,Aluminium,80.28,0.1524,0.5269,0.857,12.53,0.59,0.1167,-0.37,-1.91,-1.09
2022-07-28,Aluminium,79.93,0.1336,0.5298,0.835,11.84,0.6,0.1182,-0.79,-2.63,-1.17
2022-07-29,Aluminium,81.06,0.1316,0.5074,0.852,11.91,0.58,0.1228,0.67,-1.16,-0.62
2022-08-01,Aluminium,81.29,0.1224,0.5165,0.827,11.93,0.61,0.1139,0.37,-0.86,0.35
2022-08-02,Aluminium,81.29,0.1229,0.5673,0.857,11.69,0.61,0.119,-0.15,-1.34,0.61
2022-08-03,Aluminium,80.72,0.1271,0.5408,0.808,11.92,0.64,0.1169,0.44,-1.86,0.56
2022-08-04,Aluminium,79.03,0.1341,0.5305,0.822,12.04,0.6,0.1181,-0.9,-3.86,-0.98
2022-08-05,Aluminium,79.14,0.1307,0.5509,0.879,11.97,0.62,0.1237,-1.92,-3.59,-0.94
2022-08-08,Aluminium,79.65,0.1266,0.5541,0.87,11.82,0.61,0.1182,-1.64,-2.82,-0.85
2022-08-09,Aluminium,79.42,0.1273,0.548,0.846,11.94,0.6,0.1211,-1.87,-3.2,-0.99
2022-08-10,Aluminium,79.55,0.1282,0.5216,0.803,11.64,0.58,0.1244,-1.17,-2.44,-0.88
2022-08-11,Aluminium,79.07,0.127,0.5519,0.827,11.88,0.6,0.1187,0.04,-3.29,-0.86
2022-08-12,Aluminium,78.67,0.1357,0.5576,0.819,11.82,0.58,0.1264,-0.47,-2.62,-0.9
2022-08-15,Aluminium,78.89,0.1356,0.5478,0.843,12.21,0.62,0.1217,-0.76,-2.08,-0.46
2022-08-16,Aluminium,78.84,0.1361,0.522,0.858,11.81,0.63,0.1153,-0.58,-2.41,-0.69
2022-08-17,Aluminium,78.83,0.1453,0.5432,0.826,11.38,0.62,0.1113,-0.72,-1.5,-0.96
2022-08-18,Aluminium,79.68,0.1471,0.5284,0.854,11.98,0.62,0.1132,0.61,-0.97,-0.38
2022-08-19,Aluminium,79.79,0.1485,0.5485,0.847,11.75,0.61,0.1241,1.12,-0.93,-0.91
2022-08-22,Aluminium,79.57,0.1517,0.5368,0.861,11.79,0.59,0.12,0.68,-0.82,-0.89
2022-08-23,Aluminium,79.32,0.138,0.5334,0.839,11.82,0.6,0.1205,0.48,-1.6,-1.67
2022-08-24,Aluminium,79.16,0.1308,0.5315,0.839,11.72,0.62,0.1268,0.33,-2.28,-1.63
2022-08-25,Aluminium,79.79,0.1268,0.5687,0.849,11.9,0.57,0.1172,0.11,-0.49,-0.93
2022-08-26,Aluminium,79.78,0.1287,0.571,0.876,12.29,0.58,0.1204,-0.01,-0.15,-0.69
2022-08-29,Aluminium,80.31,0.1308,0.5426,0.889,12.12,0.61,0.1154,0.74,-0.75,-0.02
2022-08-30,Aluminium,80.27,0.1329,0.5414,0.867,12.37,0.57,0.1289,0.95,-1.02,-0.5
2022-08-31,Aluminium,80.08,0.1398,0.5589,0.837,12.19,0.61,0.1212,0.92,-1.21,0.66
2022-09-01,Aluminium,79.96,0.1413,0.5362,0.891,12.29,0.58,0.1265,0.17,-0.76,0.05
2022-09-02,Aluminium,80.12,0.1504,0.5673,0.863,12.05,0.55,0.1164,0.34,1.09,0.08
2022-09-05,Aluminium,79.66,0.1352,0.5417,0.908,12.15,0.59,0.1173,-0.65,0.52,-0.77
2022-09-06,Aluminium,79.64,0.1272,0.4974,0.84,11.86,0.61,0.124,-0.63,-0.01,-0.2
2022-09-07,Aluminium,80.18,0.1419,0.5336,0.846,11.89,0.62,0.123,0.1,0.76,0.55
2022-09-08,Aluminium,80.64,0.151,0.5405,0.886,12.38,0.6,0.1213,0.68,1.09,0.26
2022-09-09,Aluminium,80.51,0.1461,0.5683,0.84,12.11,0.59,0.1224,0.39,1.44,-0.3
2022-09-12,Aluminium,80.16,0.1446,0.5305,0.817,11.93,0.61,0.1209,0.5,1.49,-1.05
2022-09-13,Aluminium,80.33,0.1384,0.5316,0.805,11.93,0.59,0.1227,0.69,1.44,-0.44
2022-09-14,Aluminium,79.28,0.1279,0.5424,0.861,12.2,0.6,0.1166,-0.9,0.44,-1.21
2022-09-15,Aluminium,79.42,0.1245,0.5401,0.829,11.82,0.57,0.1285,-1.22,0.59,-1.97
2022-09-16,Aluminium,79.24,0.1336,0.562,0.849,11.73,0.64,0.1242,-1.27,-0.44,-2.18
2022-09-19,Aluminium,78.82,0.1318,0.574,0.839,12.35,0.62,0.131,-1.34,-0.97,-2.85
2022-09-20,Aluminium,77.65,0.1305,0.567,0.86,11.93,0.61,0.1253,-2.68,-1.92,-3.55
2022-09-21,Aluminium,76.61,0.1259,0.5573,0.87,12.11,0.61,0.1158,-2.67,-2.71,-4.93
2022-09-22,Aluminium,76.58,0.1236,0.5308,0.83,12.07,0.61,0.1158,-2.84,-2.58,-5.71
2022-09-23,Aluminium,76.19,0.1459,0.559,0.859,12.23,0.59,0.1191,-3.05,-3.6,-6.0
2022-09-26,Aluminium,76.41,0.144,0.5479,0.858,11.98,0.63,0.1153,-2.41,-3.37,-6.15
2022-09-27,Aluminium,75.29,0.1309,0.5779,0.869,12.05,0.59,0.1205,-2.36,-5.02,-6.93
2022-09-28,Aluminium,75.27,0.1268,0.5422,0.839,12.04,0.61,0.1255,-1.34,-5.0,-6.88
2022-09-29,Aluminium,75.87,0.1293,0.5264,0.837,11.76,0.6,0.1185,-0.71,-4.21,-6.76
2022-09-30,Aluminium,75.75,0.131,0.5565,0.814,12.17,0.64,0.1152,-0.44,-4.21,-6.83
2022-10-03,Aluminium,75.3,0.1367,0.5662,0.813,12.11,0.62,0.1155,-1.11,-4.82,-7.59
2022-10-04,Aluminium,75.58,0.1497,0.5371,0.832,12.12,0.61,0.121,0.29,-4.08,-7.15
2022-10-05,Aluminium,75.3,0.14,0.5359,0.809,12.41,0.59,0.1256,0.03,-4.34,-7.17
2022-10-06,Aluminium,75.87,0.1506,0.5465,0.836,12.01,0.64,0.1202,0.0,-4.31,-6.75
2022-10-07,Aluminium,75.69,0.1496,0.5546,0.874,12.08,0.56,0.1208,-0.06,-4.95,-6.3
2022-10-10,Aluminium,76.44,0.1521,0.519,0.897,11.99,0.58,0.1231,1.14,-4.07,-5.92
2022-10-11,Aluminium,76.02,0.1499,0.5443,0.839,12.48,0.6,0.1169,0.44,-4.14,-5.27
2022-10-12,Aluminium,76.11,0.15,0.552,0.861,12.08,0.56,0.1166,0.81,-4.22,-4.86
2022-10-13,Aluminium,76.44,0.153,0.5518,0.831,11.88,0.6,0.1125,0.57,-2.84,-4.81
2022-10-14,Aluminium,75.95,0.1541,0.5789,0.818,12.15,0.61,0.1298,0.26,-3.47,-4.38
2022-10-17,Aluminium,75.67,0.1531,0.5058,0.845,11.91,0.6,0.114,-0.77,-3.57,-4.98
2022-10-18,Aluminium,75.98,0.1442,0.5729,0.847,12.02,0.6,0.1118,-0.04,-2.84,-4.74
2022-10-19,Aluminium,76.78,0.1467,0.552,0.866,11.98,0.6,0.1252,0.67,-0.87,-3.61
2022-10-20,Aluminium,76.91,0.1612,0.5546,0.807,12.34,0.62,0.1203,0.47,0.3,-4.01
2022-10-21,Aluminium,77.84,0.1563,0.4974,0.911,11.99,0.62,0.1128,1.89,1.26,-3.6
2022-10-24,Aluminium,77.4,0.157,0.5631,0.88,11.57,0.61,0.1083,1.73,1.21,-2.88
2022-10-25,Aluminium,78.18,0.1545,0.5711,0.869,12.24,0.6,0.1179,2.2,1.77,-1.75
2022-10-26,Aluminium,77.53,0.1583,0.5589,0.863,11.7,0.61,0.1204,0.75,2.24,-3.53
2022-10-27,Aluminium,77.74,0.1595,0.5566,0.816,12.22,0.62,0.1185,0.83,2.47,-3.55
2022-10-28,Aluminium,77.5,0.1586,0.552,0.828,11.82,0.59,0.1258,-0.34,1.63,-3.79
2022-10-31,Aluminium,77.22,0.158,0.5739,0.842,12.13,0.6,0.1177,-0.18,1.47,-3.5
2022-11-01,Aluminium,77.29,0.168,0.5416,0.843,12.45,0.6,0.1286,-0.89,1.99,-1.74
2022-11-02,Aluminium,77.13,0.1801,0.5634,0.847,12.16,0.58,0.1261,-0.4,1.55,-2.01
2022-11-03,Aluminium,77.31,0.1795,0.5528,0.837,12.26,0.6,0.1178,-0.43,2.01,-2.34
2022-11-04,Aluminium,77.21,0.1841,0.5239,0.858,12.02,0.63,0.1184,-0.29,1.34,-2.21
2022-11-07,Aluminium,77.02,0.2082,0.5514,0.87,11.87,0.62,0.1192,-0.2,1.33,-2.53
2022-11-08,Aluminium,76.63,0.2021,0.555,0.791,11.65,0.61,0.1152,-0.66,0.19,-2.44
2022-11-09,Aluminium,77.35,0.1901,0.5701,0.839,12.24,0.56,0.122,0.22,1.33,-1.32
2022-11-10,Aluminium,77.19,0.1958,0.5555,0.859,11.71,0.6,0.1219,-0.12,1.08,-1.7
2022-11-11,Aluminium,77.36,0.1996,0.5476,0.846,11.57,0.62,0.1264,0.15,0.92,-1.48
2022-11-14,Aluminium,76.87,0.1846,0.5205,0.872,12.17,0.61,0.1239,-0.15,0.92,-1.96
2022-11-15,Aluminium,77.21,0.1833,0.5435,0.84,11.79,0.6,0.1236,0.58,1.54,-2.47
2022-11-16,Aluminium,76.66,0.185,0.5707,0.855,12.16,0.61,0.1184,-0.69,0.68,-3.13
2022-11-17,Aluminium,76.87,0.191,0.5425,0.902,11.93,0.63,0.1265,-0.32,0.09,-2.7
2022-11-18,Aluminium,76.56,0.192,0.5376,0.836,12.16,0.59,0.1204,-0.8,-0.35,-2.76
2022-11-21,Aluminium,76.25,0.1845,0.5478,0.879,11.79,0.64,0.1188,-0.62,-1.59,-2.91
2022-11-22,Aluminium,76.27,0.1994,0.5526,0.873,12.33,0.59,0.1342,-0.94,-1.13,-3.52
2022-11-23,Aluminium,76.83,0.1977,0.568,0.868,11.83,0.61,0.1199,0.17,-1.35,-2.95
2022-11-24,Aluminium,76.28,0.1958,0.5338,0.831,11.77,0.61,0.1173,-0.59,-1.25,-4.03
2022-11-25,Aluminium,76.7,0.1917,0.5438,0.857,11.78,0.56,0.1202,0.14,-1.04,-3.57
2022-11-28,Aluminium,77.63,0.1794,0.5127,0.86,12.14,0.59,0.1188,1.38,0.13,-2.45
2022-11-29,Aluminium,78.01,0.1743,0.5685,0.859,11.97,0.61,0.1206,1.74,0.79,-1.95
2022-11-30,Aluminium,77.55,0.177,0.5586,0.873,12.2,0.6,0.1151,0.72,0.26,-2.57
2022-12-01,Aluminium,78.51,0.1849,0.5415,0.858,12.04,0.59,0.1207,2.23,1.38,-1.15
2022-12-02,Aluminium,78.97,0.1734,0.5383,0.827,11.92,0.6,0.1219,2.27,1.66,-0.67
2022-12-05,Aluminium,79.35,0.1529,0.5152,0.802,11.85,0.57,0.1158,1.72,2.14,-0.83
2022-12-06,Aluminium,79.6,0.1525,0.5594,0.833,12.23,0.62,0.1265,1.59,2.58,-1.04
2022-12-07,Aluminium,79.21,0.1591,0.5552,0.842,11.83,0.6,0.1251,1.66,2.58,-1.3
2022-12-08,Aluminium,79.45,0.1604,0.5418,0.834,11.83,0.62,0.1304,0.94,2.1,-0.71
2022-12-09,Aluminium,79.09,0.1393,0.5289,0.848,11.86,0.58,0.124,0.12,1.9,-1.24
2022-12-12,Aluminium,79.68,0.1475,0.5168,0.823,12.2,0.63,0.1229,0.33,2.32,0.4
2022-12-13,Aluminium,80.15,0.1516,0.5123,0.869,11.81,0.61,0.1245,0.55,3.28,0.73
2022-12-14,Aluminium,80.9,0.157,0.5729,0.853,12.07,0.61,0.116,1.69,3.69,1.66
2022-12-15,Aluminium,81.73,0.1578,0.5404,0.857,11.94,0.57,0.1218,2.28,5.07,2.91
2022-12-16,Aluminium,81.96,0.1385,0.5368,0.877,11.6,0.54,0.1181,2.87,5.09,4.31
2022-12-19,Aluminium,82.16,0.1256,0.5461,0.827,11.89,0.6,0.109,2.48,5.6,5.55
2022-12-20,Aluminium,83.1,0.1108,0.5362,0.88,11.97,0.61,0.1133,2.95,6.85,6.52
2022-12-21,Aluminium,82.12,0.1058,0.5327,0.881,12.41,0.59,0.1219,1.22,5.85,5.93
2022-12-22,Aluminium,82.39,0.1047,0.5709,0.872,11.89,0.59,0.1201,0.66,5.56,5.98
2022-12-23,Aluminium,82.87,0.1104,0.5431,0.858,12.33,0.63,0.1107,0.91,6.59,7.58
2022-12-26,Aluminium,83.71,0.1173,0.5548,0.867,11.65,0.59,0.1214,1.55,7.01,8.44
2022-12-27,Aluminium,83.5,0.1201,0.5357,0.863,12.24,0.6,0.1241,0.4,5.87,7.63
2022-12-28,Aluminium,83.42,0.1131,0.519,0.86,12.3,0.59,0.1115,1.3,5.41,7.67
2022-12-29,Aluminium,82.86,0.106,0.5341,0.852,12.13,0.58,0.1245,0.47,5.31,7.56
2022-12-30,Aluminium,82.29,0.1056,0.5737,0.843,12.45,0.6,0.1181,-0.58,3.78,6.71
2023-01-02,Aluminium,82.65,0.0949,0.5711,0.832,11.94,0.6,0.1331,-1.06,3.68,7.35
2023-01-03,Aluminium,82.17,0.0987,0.5429,0.892,12.08,0.61,0.1066,-1.33,2.82,6.3
2023-01-04,Aluminium,81.33,0.1053,0.5619,0.86,11.79,0.6,0.1209,-2.09,1.73,5.64
2023-01-05,Aluminium,81.99,0.1065,0.5183,0.804,11.96,0.6,0.1254,-0.87,2.78,5.55
2023-01-06,Aluminium,82.17,0.1016,0.5752,0.854,11.92,0.59,0.1189,-0.12,2.72,6.15
2023-01-09,Aluminium,82.64,0.093,0.5333,0.9,11.74,0.58,0.1207,-0.01,3.55,6.53
2023-01-10,Aluminium,82.58,0.0914,0.5339,0.843,12.04,0.63,0.1191,0.41,2.9,6.14
2023-01-11,Aluminium,82.83,0.0838,0.5774,0.834,11.75,0.62,0.1233,1.5,2.68,6.88
2023-01-12,Aluminium,82.96,0.0881,0.565,0.858,12.2,0.6,0.1177,0.97,2.06,7.29
2023-01-13,Aluminium,82.36,0.0809,0.5183,0.831,12.49,0.59,0.1133,0.19,0.63,6.38
2023-01-16,Aluminium,81.74,0.0772,0.5554,0.812,11.6,0.63,0.1287,-0.9,-0.22,4.96
2023-01-17,Aluminium,81.87,0.0812,0.5332,0.834,12.46,0.62,0.1177,-0.71,-0.29,4.96
2023-01-18,Aluminium,81.91,0.0955,0.5319,0.85,11.83,0.61,0.1164,-0.92,-1.19,4.07
2023-01-19,Aluminium,82.08,0.1006,0.542,0.849,12.16,0.59,0.1239,-0.88,-0.04,4.68
2023-01-20,Aluminium,82.53,0.1069,0.5339,0.886,12.4,0.6,0.1209,0.17,0.14,4.35
2023-01-23,Aluminium,82.99,0.1133,0.5771,0.817,12.33,0.61,0.1265,1.25,0.12,5.46
2023-01-24,Aluminium,83.93,0.1184,0.5291,0.854,11.81,0.58,0.1162,2.06,0.22,6.19
2023-01-25,Aluminium,84.56,0.1164,0.5191,0.845,12.27,0.59,0.1307,2.65,1.06,7.06
2023-01-26,Aluminium,84.19,0.1235,0.5489,0.876,11.86,0.6,0.1128,2.11,0.77,6.97
2023-01-27,Aluminium,83.76,0.1209,0.5495,0.89,12.02,0.62,0.1211,1.23,0.9,6.47
2023-01-30,Aluminium,83.31,0.1333,0.5648,0.839,11.62,0.62,0.1145,0.32,1.02,6.18
2023-01-31,Aluminium,81.98,0.1436,0.5555,0.874,11.8,0.59,0.1201,-1.95,-0.67,4.67
2023-02-01,Aluminium,81.14,0.1434,0.5408,0.869,12.0,0.57,0.1186,-3.42,-1.03,3.93
2023-02-02,Aluminium,81.45,0.1646,0.5461,0.808,11.86,0.61,0.1219,-2.74,0.12,4.43
2023-02-03,Aluminium,81.64,0.1486,0.5361,0.823,11.92,0.59,0.1202,-2.12,-0.35,5.01
2023-02-06,Aluminium,81.49,0.1512,0.5394,0.865,11.71,0.6,0.1277,-1.82,-0.68,4.14
2023-02-07,Aluminium,82.07,0.1637,0.514,0.815,12.29,0.6,0.1108,0.09,-0.57,4.88
2023-02-08,Aluminium,82.51,0.1563,0.5524,0.852,11.71,0.59,0.1208,1.37,-0.07,5.15
2023-02-09,Aluminium,82.86,0.1621,0.5553,0.808,12.02,0.6,0.1168,1.41,0.03,5.99
2023-02-10,Aluminium,82.92,0.1555,0.5394,0.878,12.09,0.6,0.116,1.28,-0.04,5.71
2023-02-13,Aluminium,82.9,0.1548,0.5628,0.866,11.92,0.58,0.111,1.41,0.54,6.24
